"","ensembl_gene_id","hgnc_symbol","chromosome_name","Most_Likely_Path","Max_PP"
"36018","ENSG00000271533","","X","Up-Up-Down","0.6587"
"34692","ENSG00000124140","SLC12A5","20","Down-Down-Up","0.6585"
"51628","ENSG00000184227","ACOT1","14","Up-Up-Down","0.6583"
"21540","ENSG00000273007","","4","Up-Up-Down","0.6576"
"51107","ENSG00000197748","CFAP43","10","Down-Up-Down","0.6573"
"22525","ENSG00000228889","UBAC2-AS1","13","Up-Up-Down","0.6567"
"28309","ENSG00000278834","","17","Down-Down-Up","0.6566"
"52591","ENSG00000241962","","2","Down-Up-Down","0.6564"
"61944","ENSG00000200879","SNORD14E","11","Up-Down-Up","0.6559"
"21755","ENSG00000185614","INKA1","3","Down-Up-Down","0.6554"
"12640","ENSG00000124370","MCEE","2","Down-Up-Down","0.6549"
"47430","ENSG00000224046","","7","Down-Down-Up","0.6549"
"19540","ENSG00000168874","ATOH8","2","Down-Up-Down","0.6548"
"11775","ENSG00000237149","ZNF503-AS2","10","Down-Up-Down","0.6548"
"48748","ENSG00000233231","HNRNPA1P49","6","Up-Down-Up","0.6545"
"26145","ENSG00000185467","KPNA7","7","Up-Down-Up","0.6545"
"30649","ENSG00000251034","","8","Up-Down-Up","0.6545"
"44790","ENSG00000269028","MTRNR2L12","3","Up-Up-Down","0.6543"
"16117","ENSG00000157833","GAREM2","2","Down-Down-Up","0.6542"
"30003","ENSG00000172201","ID4","6","Up-Up-Down","0.6539"
"37562","ENSG00000232907","DLGAP4-AS1","20","Down-Down-Up","0.6535"
"9941","ENSG00000198074","AKR1B10","7","Down-Up-Down","0.653"
"17512","ENSG00000266402","SNHG25","17","Up-Down-Up","0.6528"
"14424","ENSG00000272941","","7","Down-Up-Down","0.6526"
"11354","ENSG00000127084","FGD3","9","Down-Down-Up","0.6526"
"27410","ENSG00000260274","","15","Down-Up-Down","0.6523"
"14794","ENSG00000264608","","17","Down-Up-Down","0.6514"
"3655","ENSG00000184983","NDUFA6","22","Down-Down-Up","0.6514"
"NA.5",NA,NA,NA,"Up-Up-Down","0.6513"
"2223","ENSG00000235313","HM13-IT1","20","Down-Down-Up","0.6512"
"23882","ENSG00000244041","LINC01011","6","Down-Down-Up","0.6511"
"6128","ENSG00000249867","","11","Up-Up-Down","0.651"
"42168","ENSG00000161381","PLXDC1","17","Up-Up-Down","0.6508"
"1385","ENSG00000150893","FREM2","13","Down-Down-Up","0.6506"
"15970","ENSG00000263069","","17","Down-Up-Down","0.6504"
"39829","ENSG00000253598","SLC10A5","8","Up-Up-Down","0.6503"
"37060","ENSG00000218426","","6","Down-Up-Down","0.6498"
"39333","ENSG00000257331","RACGAP1P","12","Up-Down-Up","0.6497"
"51291","ENSG00000214650","","12","Down-Down-Up","0.6497"
"44689","ENSG00000260686","","5","Down-Up-Down","0.6496"
"15291","ENSG00000004948","CALCR","7","Down-Up-Down","0.6496"
"63318","ENSG00000249784","SCARNA22","4","Up-Down-Down","0.6495"
"37124","ENSG00000205041","","19","Down-Down-Up","0.6491"
"1198","ENSG00000225335","","22","Down-Up-Down","0.649"
"6757","ENSG00000234500","","7","Down-Down-Up","0.6488"
"45815","ENSG00000240891","PLCXD2","3","Up-Up-Down","0.6486"
"55171","ENSG00000138400","MDH1B","2","Down-Down-Up","0.6484"
"9208","ENSG00000107872","FBXL15","10","Up-Down-Down","0.6481"
"16994","ENSG00000108947","EFNB3","17","Down-Down-Up","0.6481"
"51056","ENSG00000267264","","19","Down-Up-Down","0.6479"
"31921","ENSG00000258959","","14","Down-Up-Down","0.6469"
"9410","ENSG00000274849","","18","Up-Up-Down","0.6466"
"25714","ENSG00000069431","ABCC9","12","Down-Up-Down","0.6465"
"44816","ENSG00000234754","","1","Down-Up-Down","0.6462"
"24846","ENSG00000278376","","11","Down-Up-Down","0.6458"
"51380","ENSG00000158315","RHBDL2","1","Down-Down-Up","0.6455"
"14414","ENSG00000185596","WASH3P","15","Up-Down-Down","0.6454"
"51294","ENSG00000273066","","9","Up-Up-Down","0.6453"
"48165","ENSG00000117010","ZNF684","1","Up-Down-Up","0.6451"
"20942","ENSG00000242477","","5","Down-Down-Up","0.6451"
"53087","ENSG00000260368","","8","Up-Up-Down","0.645"
"4818","ENSG00000228653","HNRNPCP7","7","Up-Up-Down","0.6444"
"37762","ENSG00000278576","","14","Up-Up-Down","0.6443"
"32940","ENSG00000245648","","12","Up-Up-Down","0.6441"
"30364","ENSG00000258302","","12","Down-Up-Down","0.6439"
"37415","ENSG00000274925","ZKSCAN2-DT","16","Up-Up-Down","0.6428"
"44102","ENSG00000181524","RPL24P4","6","Up-Up-Down","0.6417"
"28740","ENSG00000136689","IL1RN","2","Up-Down-Up","0.64"
"26434","ENSG00000204253","HNRNPCP2","2","Down-Up-Down","0.6393"
"34499","ENSG00000269386","RAB11B-AS1","19","Up-Down-Up","0.6393"
"40196","ENSG00000276071","","19","Up-Down-Up","0.6388"
"9658","ENSG00000279464","","4","Down-Up-Down","0.638"
"18786","ENSG00000162174","ASRGL1","11","Up-Down-Up","0.6378"
"6840","ENSG00000253330","","8","Down-Up-Down","0.6369"
"33871","ENSG00000258938","","14","Down-Down-Up","0.6368"
"32599","ENSG00000276180","HIST1H4I","6","Down-Up-Down","0.6359"
"41221","ENSG00000169429","CXCL8","4","Up-Up-Down","0.6356"
"43026","ENSG00000016391","CHDH","3","Down-Down-Up","0.6353"
"29967","ENSG00000112782","CLIC5","6","Down-Down-Up","0.6348"
"49777","ENSG00000203804","ADAMTSL4-AS1","1","Up-Down-Up","0.6345"
"49829","ENSG00000249693","THEGL","4","Up-Down-Up","0.6344"
"6546","ENSG00000006747","SCIN","7","Up-Up-Down","0.6342"
"33813","ENSG00000135063","FAM189A2","9","Down-Up-Down","0.6339"
"37105","ENSG00000279539","","19","Down-Up-Down","0.6339"
"696","ENSG00000226038","PPIAP21","20","Up-Up-Down","0.6336"
"25908","ENSG00000260233","SSSCA1-AS1","11","Down-Up-Down","0.6334"
"42787","ENSG00000258682","","14","Up-Down-Down","0.6332"
"48827","ENSG00000196366","C9orf163","9","Up-Down-Down","0.633"
"25943","ENSG00000273136","NBPF26","1","Down-Down-Up","0.6328"
"4854","ENSG00000277959","","10","Up-Down-Up","0.6318"
"53432","ENSG00000135835","KIAA1614","1","Up-Up-Down","0.631"
"36331","ENSG00000173200","PARP15","3","Up-Down-Down","0.6309"
"2291","ENSG00000227038","GTF2IP7","7","Down-Down-Up","0.6307"
"22683","ENSG00000272087","","3","Up-Down-Up","0.6305"
"48335","ENSG00000143126","CELSR2","1","Down-Down-Up","0.6302"
"46768","ENSG00000229119","","5","Up-Up-Down","0.6301"
"8537","ENSG00000224578","HNRNPA1P48","16","Down-Up-Down","0.63"
"22588","ENSG00000149489","ROM1","11","Down-Up-Down","0.6298"
"NA.6",NA,NA,NA,"Up-Down-Up","0.6296"
"9776","ENSG00000176809","LRRC37A3","17","Up-Down-Up","0.629"
"26080","ENSG00000226067","LINC00623","1","Down-Up-Down","0.6288"
"30569","ENSG00000139329","LUM","12","Down-Up-Down","0.6288"
"54102","ENSG00000185437","SH3BGR","21","Down-Down-Up","0.6288"
"22914","ENSG00000126752","SSX1","X","Up-Down-Up","0.6285"
"53270","ENSG00000147576","ADHFE1","8","Up-Up-Down","0.6285"
"32788","ENSG00000163009","C2orf48","2","Up-Down-Up","0.6283"
"54532","ENSG00000250790","","12","Up-Down-Down","0.6281"
"54948","ENSG00000131400","NAPSA","19","Up-Down-Up","0.627"
"36033","ENSG00000250608","","3","Up-Down-Up","0.6268"
"12917","ENSG00000242086","MUC20-OT1","3","Up-Up-Down","0.6267"
"47529","ENSG00000267904","","19","Up-Down-Up","0.6267"
"35178","ENSG00000178821","TMEM52","1","Up-Down-Up","0.6264"
"206","ENSG00000261600","","2","Down-Up-Down","0.6264"
"1809","ENSG00000186704","DTX2P1","7","Up-Down-Down","0.6264"
"15507","ENSG00000205309","NT5M","17","Down-Down-Up","0.6259"
"18043","ENSG00000167861","HID1","17","Down-Up-Down","0.6256"
"15558","ENSG00000100987","VSX1","20","Up-Up-Down","0.6255"
"14938","ENSG00000130513","GDF15","19","Up-Up-Down","0.6255"
"51413","ENSG00000173376","NDNF","4","Up-Up-Down","0.6253"
"49011","ENSG00000230836","LINC01293","2","Down-Down-Up","0.6252"
"42989","ENSG00000182326","C1S","12","Up-Up-Down","0.6251"
"31197","ENSG00000233672","RNASEH2B-AS1","13","Up-Up-Down","0.6251"
"22966","ENSG00000186340","THBS2","6","Down-Down-Up","0.624"
"39166","ENSG00000275202","","13","Down-Up-Down","0.6234"
"49586","ENSG00000236404","VLDLR-AS1","9","Up-Down-Up","0.6227"
"36279","ENSG00000228393","LINC01004","7","Up-Up-Down","0.6223"
"45067","ENSG00000257261","","12","Down-Down-Up","0.622"
"NA.7",NA,NA,NA,"Down-Up-Down","0.622"
"13964","ENSG00000126861","OMG","17","Down-Up-Down","0.622"
"48137","ENSG00000075073","TACR2","10","Down-Down-Up","0.6217"
"22306","ENSG00000234062","","X","Down-Down-Up","0.6216"
"52570","ENSG00000240038","AMY2B","1","Up-Up-Down","0.6215"
"40923","ENSG00000244627","TPTEP2","22","Up-Down-Up","0.6212"
"11348","ENSG00000122711","SPINK4","9","Down-Down-Up","0.6208"
"NA.8",NA,NA,NA,"Up-Down-Up","0.6206"
"43594","ENSG00000172955","ADH6","4","Down-Up-Down","0.6202"
"45221","ENSG00000257718","CPNE8-AS1","12","Down-Up-Down","0.6199"
"13382","ENSG00000102109","PCSK1N","X","Up-Down-Down","0.6198"
"28666","ENSG00000230953","","1","Up-Down-Up","0.6197"
"14759","ENSG00000183496","MEX3B","15","Down-Up-Down","0.6194"
"50640","ENSG00000233328","PFN1P1","1","Up-Up-Down","0.6192"
"47943","ENSG00000130783","CCDC62","12","Up-Up-Down","0.619"
"26849","ENSG00000138080","EMILIN1","2","Down-Down-Up","0.6188"
"13035","ENSG00000256073","URB1-AS1","21","Down-Down-Up","0.6188"
"33567","ENSG00000183484","GPR132","14","Up-Down-Up","0.6185"
"819","ENSG00000236552","RPL13AP5","10","Down-Up-Down","0.6183"
"11839","ENSG00000125122","LRRC29","16","Down-Down-Up","0.6178"
"52717","ENSG00000238228","OR7E7P","7","Up-Down-Up","0.6176"
"32797","ENSG00000147174","GCNA","X","Down-Up-Down","0.6176"
"39991","ENSG00000269176","","11","Up-Down-Up","0.6175"
"30732","ENSG00000279382","","17","Up-Down-Up","0.6175"
"27527","ENSG00000085465","OVGP1","1","Up-Up-Down","0.6167"
"35945","ENSG00000153294","ADGRF4","6","Up-Up-Down","0.6166"
"37521","ENSG00000231503","PTMAP4","12","Down-Down-Up","0.6162"
"38734","ENSG00000267281","","12","Up-Up-Down","0.6162"
"18085","ENSG00000159884","CCDC107","9","Up-Down-Down","0.6158"
"47606","ENSG00000257497","","12","Up-Up-Down","0.6158"
"46445","ENSG00000279342","","11","Up-Up-Down","0.6153"
"38787","ENSG00000143882","ATP6V1C2","2","Up-Down-Up","0.615"
"28227","ENSG00000141469","SLC14A1","18","Down-Up-Down","0.6148"
"35328","ENSG00000231066","NPM1P9","X","Down-Up-Down","0.6147"
"17605","ENSG00000254759","NAP1L1P1","11","Up-Up-Down","0.6143"
"34732","ENSG00000104892","KLC3","19","Down-Down-Up","0.6142"
"44068","ENSG00000228158","TLE1P1","X","Up-Down-Up","0.6141"
"47856","ENSG00000279108","","19","Up-Up-Down","0.6141"
"37333","ENSG00000162894","FCMR","1","Down-Down-Up","0.614"
"5744","ENSG00000160179","ABCG1","21","Up-Down-Up","0.614"
"53563","ENSG00000279602","","17","Down-Up-Down","0.6139"
"12515","ENSG00000147036","LANCL3","X","Down-Up-Down","0.6136"
"48513","ENSG00000111325","OGFOD2","12","Up-Down-Up","0.6134"
"48541","ENSG00000224358","","1","Up-Down-Up","0.6133"
"12968","ENSG00000226200","SGMS1-AS1","10","Down-Up-Down","0.6129"
"22805","ENSG00000100300","TSPO","22","Down-Down-Down","0.6128"
"53279","ENSG00000228606","","1","Up-Down-Down","0.6127"
"8649","ENSG00000206567","","3","Up-Down-Down","0.6125"
"30017","ENSG00000188234","AGAP4","10","Up-Down-Up","0.6123"
"1738","ENSG00000104883","PEX11G","19","Up-Down-Down","0.6121"
"3536","ENSG00000177096","PHETA2","22","Up-Down-Down","0.6121"
"27120","ENSG00000259959","","4","Down-Up-Down","0.6119"
"5067","ENSG00000148488","ST8SIA6","10","Up-Up-Down","0.6117"
"47277","ENSG00000183317","EPHA10","1","Up-Down-Up","0.6115"
"29713","ENSG00000235848","RMDN2-AS1","2","Down-Up-Down","0.6114"
"4362","ENSG00000245662","LINC02211","5","Down-Down-Up","0.6109"
"13046","ENSG00000226180","","16","Down-Up-Down","0.6108"
"51218","ENSG00000253368","TRNP1","1","Up-Up-Down","0.6107"
"13157","ENSG00000267530","LINC01836","19","Down-Up-Down","0.6107"
"21080","ENSG00000258704","SRP54-AS1","14","Down-Down-Up","0.6105"
"13567","ENSG00000267015","","18","Down-Down-Up","0.6104"
"18780","ENSG00000281183","NPTN-IT1","15","Down-Up-Down","0.6103"
"27555","ENSG00000233337","UBE2FP3","1","Down-Up-Down","0.61"
"44435","ENSG00000250444","CCT5P1","5","Up-Up-Down","0.61"
"62767","ENSG00000272034","SNORD14A","11","Up-Up-Down","0.6098"
"21456","ENSG00000170965","PLAC1","X","Up-Down-Up","0.6097"
"8375","ENSG00000271816","","10","Down-Down-Up","0.6095"
"26006","ENSG00000145040","UCN2","3","Down-Down-Up","0.6093"
"28497","ENSG00000238266","LINC00707","10","Down-Up-Down","0.6093"
"29131","ENSG00000225075","","1","Down-Down-Up","0.6091"
"38168","ENSG00000185986","SDHAP3","5","Down-Down-Up","0.609"
"24324","ENSG00000265800","","17","Up-Down-Up","0.6088"
"45602","ENSG00000273002","","1","Down-Down-Up","0.6084"
"52561","ENSG00000273306","","2","Down-Up-Down","0.6083"
"7723","ENSG00000215068","","5","Up-Up-Down","0.6083"
"11578","ENSG00000009950","MLXIPL","7","Down-Up-Down","0.6083"
"17949","ENSG00000183397","C19orf71","19","Up-Down-Down","0.6083"
"49926","ENSG00000122477","LRRC39","1","Down-Up-Down","0.608"
"40585","ENSG00000270194","","3","Down-Up-Down","0.6076"
"48722","ENSG00000115255","REEP6","19","Down-Down-Up","0.6075"
"45519","ENSG00000256663","","12","Down-Down-Down","0.6071"
"26912","ENSG00000236914","LINC01852","15","Down-Up-Down","0.607"
"28936","ENSG00000179331","RAB39A","11","Down-Up-Down","0.6068"
"50419","ENSG00000276718","","12","Down-Down-Up","0.6068"
"34642","ENSG00000203943","SAMD13","1","Down-Up-Down","0.6067"
"39787","ENSG00000276916","","13","Down-Up-Down","0.6067"
"6345","ENSG00000215458","AATBC","21","Down-Up-Down","0.6066"
"29737","ENSG00000248626","GAPDHP40","5","Down-Up-Down","0.6065"
"31431","ENSG00000148346","LCN2","9","Down-Up-Down","0.6064"
"28414","ENSG00000130810","PPAN","19","Up-Up-Down","0.6064"
"27721","ENSG00000196369","SRGAP2B","1","Up-Down-Up","0.6061"
"39219","ENSG00000224081","SLC44A3-AS1","1","Down-Up-Down","0.606"
"1401","ENSG00000101307","SIRPB1","20","Down-Down-Up","0.6043"
"49082","ENSG00000168477","TNXB","6","Down-Up-Down","0.604"
"41751","ENSG00000151117","TMEM86A","11","Down-Up-Down","0.604"
"5944","ENSG00000145242","EPHA5","4","Up-Up-Down","0.6038"
"54460","ENSG00000227953","LINC01341","1","Down-Up-Down","0.6035"
"15940","ENSG00000120500","ARR3","X","Up-Down-Up","0.603"
"47689","ENSG00000167549","CORO6","17","Down-Up-Down","0.603"
"31747","ENSG00000130684","ZNF337","20","Up-Down-Up","0.603"
"23117","ENSG00000196436","NPIPB15","16","Up-Down-Up","0.6029"
"41721","ENSG00000057657","PRDM1","6","Down-Up-Down","0.6025"
"60133","ENSG00000209482","SNORD83A","22","Down-Up-Down","0.6023"
"1008","ENSG00000250081","","5","Down-Up-Down","0.602"
"34597","ENSG00000257913","DDN-AS1","12","Up-Down-Up","0.6017"
"5011","ENSG00000230189","","7","Down-Up-Down","0.6014"
"34422","ENSG00000182107","TMEM30B","14","Up-Up-Down","0.6012"
"36467","ENSG00000196188","CTSE","1","Down-Up-Down","0.601"
"33531","ENSG00000231799","PA2G4P6","9","Down-Up-Down","0.601"
"8674","ENSG00000140993","TIGD7","16","Down-Up-Down","0.6008"
"44508","ENSG00000267395","DM1-AS","19","Up-Down-Up","0.6006"
"13023","ENSG00000250182","EEF1A1P13","5","Up-Up-Down","0.6005"
"7589","ENSG00000144063","MALL","2","Down-Down-Up","0.6003"
"3575","ENSG00000204584","","17","Down-Up-Down","0.6001"
"17297","ENSG00000138696","BMPR1B","4","Down-Up-Down","0.6"
"54613","ENSG00000258904","","14","Up-Up-Down","0.5997"
"18865","ENSG00000265666","RARA-AS1","17","Down-Up-Down","0.5997"
"45703","ENSG00000180739","S1PR5","19","Up-Down-Up","0.5997"
"29735","ENSG00000240032","LNCSRLR","3","Down-Up-Down","0.5996"
"13595","ENSG00000239213","NCK1-DT","3","Down-Down-Up","0.5994"
"28932","ENSG00000198707","CEP290","12","Down-Up-Down","0.5993"
"27027","ENSG00000263235","","16","Down-Up-Down","0.599"
"45219","ENSG00000259015","","14","Up-Down-Up","0.5983"
"14213","ENSG00000269680","","19","Up-Down-Down","0.5983"
"52825","ENSG00000086619","ERO1B","1","Down-Up-Down","0.598"
"47625","ENSG00000224281","SLC25A5-AS1","X","Down-Up-Down","0.598"
"47750","ENSG00000198929","NOS1AP","1","Down-Down-Up","0.5979"
"34953","ENSG00000168298","HIST1H1E","6","Down-Down-Up","0.5979"
"6799","ENSG00000165646","SLC18A2","10","Up-Up-Down","0.5976"
"2508","ENSG00000252690","","15","Down-Up-Down","0.5973"
"30043","ENSG00000255389","","6","Up-Up-Down","0.5972"
"7652","ENSG00000142611","PRDM16","1","Up-Down-Up","0.5971"
"52047","ENSG00000160867","FGFR4","5","Up-Down-Up","0.597"
"41855","ENSG00000260630","SNAI3-AS1","16","Down-Down-Up","0.5969"
"11697","ENSG00000250859","HNRNPKP1","5","Up-Up-Down","0.5968"
"11349","ENSG00000233668","","9","Up-Up-Down","0.5965"
"34463","ENSG00000167772","ANGPTL4","19","Down-Up-Down","0.5961"
"28687","ENSG00000130208","APOC1","19","Down-Up-Down","0.5959"
"29777","ENSG00000180044","C3orf80","3","Down-Up-Down","0.5958"
"8087","ENSG00000232815","DUX4L50","9","Up-Down-Down","0.5957"
"35438","ENSG00000133433","GSTT2B","22","Down-Up-Down","0.5957"
"3632","ENSG00000242960","FTH1P23","3","Down-Up-Down","0.5956"
"23771","ENSG00000255642","PABPC1P4","12","Down-Down-Up","0.5955"
"51070","ENSG00000185250","PPIL6","6","Up-Up-Down","0.5951"
"17768","ENSG00000177197","PCNPP5","13","Up-Down-Up","0.5949"
"15407","ENSG00000272994","","2","Up-Up-Down","0.5948"
"52173","ENSG00000188739","RBM34","1","Up-Up-Down","0.5942"
"13335","ENSG00000124772","CPNE5","6","Down-Down-Up","0.5942"
"42219","ENSG00000132141","CCT6B","17","Up-Up-Down","0.594"
"19477","ENSG00000144199","FAHD2B","2","Up-Down-Up","0.5934"
"22428","ENSG00000183570","PCBP3","21","Down-Down-Up","0.5933"
"47542","ENSG00000278535","DHRS11","17","Down-Down-Up","0.5929"
"51903","ENSG00000231663","","1","Up-Up-Down","0.5926"
"27999","ENSG00000250506","CDK3","17","Down-Up-Down","0.5926"
"26814","ENSG00000021300","PLEKHB1","11","Up-Down-Up","0.5925"
"49492","ENSG00000260966","","11","Down-Up-Down","0.5925"
"41522","ENSG00000197358","BNIP3P1","14","Down-Up-Down","0.5924"
"3153","ENSG00000259417","CTXND1","15","Up-Down-Up","0.5924"
"6037","ENSG00000263563","UBBP4","17","Up-Up-Down","0.5915"
"44296","ENSG00000279518","","8","Down-Up-Down","0.5914"
"43641","ENSG00000184110","EIF3C","16","Up-Up-Down","0.5914"
"46672","ENSG00000261373","VPS9D1-AS1","16","Down-Down-Up","0.5914"
"29028","ENSG00000233901","LINC01503","9","Down-Up-Down","0.5912"
"10364","ENSG00000213875","","7","Down-Down-Up","0.591"
"44120","ENSG00000277007","","1","Down-Up-Down","0.5908"
"44926","ENSG00000258824","","14","Down-Down-Up","0.5905"
"19062","ENSG00000245970","","8","Up-Up-Down","0.5904"
"23278","ENSG00000257956","NOP56P3","12","Down-Up-Down","0.5904"
"1004","ENSG00000255445","","11","Down-Up-Down","0.59"
"22414","ENSG00000154529","CNTNAP3B","9","Up-Up-Down","0.5898"
"46705","ENSG00000120149","MSX2","5","Up-Up-Down","0.5893"
"8363","ENSG00000130762","ARHGEF16","1","Down-Down-Down","0.5892"
"21293","ENSG00000254838","GVINP1","11","Down-Up-Down","0.5892"
"26608","ENSG00000187792","ZNF70","22","Up-Down-Up","0.5892"
"55312","ENSG00000212694","LINC01089","12","Down-Up-Down","0.5891"
"32813","ENSG00000258424","","14","Down-Down-Up","0.5891"
"32653","ENSG00000100764","PSMC1","14","Up-Up-Down","0.589"
"9596","ENSG00000235316","DUSP8P5","10","Up-Down-Down","0.5884"
"48433","ENSG00000274070","CASTOR2","7","Down-Down-Up","0.5883"
"2156","ENSG00000095637","SORBS1","10","Down-Up-Down","0.5882"
"5460","ENSG00000198053","SIRPA","20","Down-Up-Down","0.5882"
"12999","ENSG00000169248","CXCL11","4","Down-Up-Down","0.5881"
"19479","ENSG00000196126","HLA-DRB1","6","Up-Up-Down","0.5878"
"50330","ENSG00000177788","","1","Up-Up-Down","0.5877"
"32376","ENSG00000272686","","7","Down-Up-Down","0.5876"
"28154","ENSG00000269737","","1","Up-Down-Up","0.5874"
"34981","ENSG00000163283","ALPP","2","Down-Up-Down","0.5873"
"3528","ENSG00000274213","","17","Down-Up-Down","0.587"
"7834","ENSG00000248643","RBM14-RBM4","11","Down-Up-Down","0.5869"
"22874","ENSG00000227963","RBM15-AS1","1","Down-Down-Up","0.5866"
"42572","ENSG00000259781","HMGB1P6","15","Down-Down-Up","0.5864"
"34547","ENSG00000254244","PAICSP4","8","Up-Up-Down","0.5863"
"41956","ENSG00000120899","PTK2B","8","Down-Down-Up","0.5862"
"46457","ENSG00000245498","","11","Down-Up-Down","0.5861"
"7444","ENSG00000152779","SLC16A12","10","Down-Up-Down","0.586"
"43052","ENSG00000105750","ZNF85","19","Up-Down-Up","0.5856"
"43939","ENSG00000205403","CFI","4","Up-Up-Down","0.5849"
"49791","ENSG00000158560","DYNC1I1","7","Up-Down-Up","0.5848"
"23942","ENSG00000196358","NTNG2","9","Down-Down-Up","0.5848"
"28611","ENSG00000177694","NAALADL2","3","Down-Up-Down","0.5847"
"2388","ENSG00000230715","","7","Up-Up-Down","0.5847"
"42535","ENSG00000139151","PLCZ1","12","Up-Up-Down","0.5847"
"41347","ENSG00000279289","","6","Up-Down-Down","0.5843"
"35964","ENSG00000250568","","4","Down-Down-Up","0.5842"
"45601","ENSG00000150527","MIA2","14","Down-Up-Down","0.5842"
"NA.9",NA,NA,NA,"Up-Up-Down","0.5841"
"9721","ENSG00000262663","","17","Up-Down-Up","0.584"
"15994","ENSG00000049249","TNFRSF9","1","Down-Up-Down","0.5839"
"35322","ENSG00000268104","SLC6A14","X","Down-Up-Down","0.5839"
"52692","ENSG00000110881","ASIC1","12","Up-Down-Up","0.5837"
"15194","ENSG00000229950","TFAP2A-AS1","6","Down-Down-Up","0.5836"
"47046","ENSG00000269318","","19","Up-Down-Up","0.5834"
"133","ENSG00000265519","","17","Down-Down-Up","0.5828"
"47226","ENSG00000099822","HCN2","19","Down-Down-Up","0.5826"
"31002","ENSG00000232450","","1","Down-Up-Down","0.5824"
"27789","ENSG00000259994","","10","Up-Up-Down","0.5822"
"33386","ENSG00000163485","ADORA1","1","Down-Down-Up","0.5821"
"24213","ENSG00000164128","NPY1R","4","Down-Up-Down","0.582"
"45785","ENSG00000236432","","2","Up-Up-Down","0.5817"
"14277","ENSG00000136114","THSD1","13","Down-Down-Up","0.5816"
"7950","ENSG00000272078","","1","Down-Up-Down","0.581"
"50658","ENSG00000164989","CCDC171","9","Down-Down-Up","0.5809"
"34827","ENSG00000262089","","17","Down-Up-Down","0.5809"
"3226","ENSG00000171084","FAM86JP","3","Down-Up-Down","0.5808"
"20153","ENSG00000228300","C19orf24","19","Down-Down-Down","0.5806"
"8777","ENSG00000110328","GALNT18","11","Down-Down-Up","0.5805"
"13351","ENSG00000280407","","17","Down-Up-Up","0.5803"
"4988","ENSG00000283078","","20","Down-Up-Down","0.5803"
"7141","ENSG00000230479","","21","Up-Down-Up","0.5803"
"50871","ENSG00000257219","LINC02407","12","Down-Up-Down","0.5802"
"2097","ENSG00000213430","HSPD1P1","5","Up-Down-Up","0.58"
"10339","ENSG00000136449","MYCBPAP","17","Up-Down-Up","0.5795"
"54550","ENSG00000185485","SDHAP1","3","Up-Down-Up","0.5792"
"9197","ENSG00000254842","LINC02551","11","Down-Up-Down","0.5791"
"59709","ENSG00000207870","MIR221","X","Up-Down-Up","0.579"
"20982","ENSG00000164318","EGFLAM","5","Down-Up-Down","0.5789"
"30779","ENSG00000278206","","6","Up-Down-Up","0.5788"
"24033","ENSG00000198870","STKLD1","9","Down-Up-Down","0.5788"
"25847","ENSG00000223804","","1","Down-Up-Down","0.5787"
"28679","ENSG00000229563","LINC01204","X","Down-Up-Down","0.5787"
"54514","ENSG00000259865","","1","Up-Up-Down","0.5786"
"9599","ENSG00000164120","HPGD","4","Down-Up-Down","0.5784"
"47122","ENSG00000197935","ZNF311","6","Up-Down-Up","0.5779"
"31984","ENSG00000180113","TDRD6","6","Down-Up-Down","0.5778"
"8639","ENSG00000279833","","22","Up-Down-Up","0.5778"
"26557","ENSG00000269956","MKNK1-AS1","1","Up-Down-Up","0.5777"
"35024","ENSG00000244219","TMEM225B","7","Down-Up-Down","0.5776"
"29983","ENSG00000112902","SEMA5A","5","Down-Down-Up","0.5775"
"55325","ENSG00000273338","","1","Up-Up-Down","0.5773"
"18881","ENSG00000133275","CSNK1G2","19","Down-Down-Down","0.5773"
"3199","ENSG00000272644","","2","Up-Up-Down","0.5772"
"8941","ENSG00000183479","TREX2","X","Down-Down-Up","0.5772"
"37893","ENSG00000165215","CLDN3","7","Up-Down-Up","0.5771"
"24298","ENSG00000140465","CYP1A1","15","Down-Up-Down","0.577"
"48412","ENSG00000167646","DNAAF3","19","Up-Up-Down","0.5769"
"32937","ENSG00000280383","","22","Up-Down-Up","0.5769"
"43802","ENSG00000012124","CD22","19","Down-Down-Up","0.5765"
"43632","ENSG00000162415","ZSWIM5","1","Up-Down-Up","0.576"
"1850","ENSG00000154102","C16orf74","16","Down-Down-Up","0.576"
"39573","ENSG00000234925","ATP5PDP4","12","Down-Up-Down","0.5756"
"8587","ENSG00000004139","SARM1","17","Up-Up-Down","0.5751"
"17522","ENSG00000276317","","20","Down-Down-Up","0.575"
"26821","ENSG00000133488","SEC14L4","22","Up-Down-Up","0.575"
"24482","ENSG00000214140","PRCD","17","Down-Down-Up","0.5748"
"29630","ENSG00000204348","DXO","6","Up-Down-Up","0.5746"
"26170","ENSG00000116741","RGS2","1","Up-Up-Down","0.5745"
"NA.10",NA,NA,NA,"Up-Up-Down","0.5744"
"37853","ENSG00000259207","ITGB3","17","Down-Down-Up","0.5743"
"17869","ENSG00000261659","","16","Up-Down-Up","0.5735"
"14693","ENSG00000262691","","16","Up-Down-Up","0.5732"
"47121","ENSG00000225518","LINC01703","1","Down-Down-Up","0.5731"
"23739","ENSG00000008226","DLEC1","3","Down-Down-Up","0.5731"
"5025","ENSG00000006837","CDKL3","5","Down-Up-Down","0.5731"
