"","ensembl_gene_id","hgnc_symbol","chromosome_name","Most_Likely_Path","Max_PP"
"50063","ENSG00000280339","","11","Up-Up-Down","0.7071"
"33587","ENSG00000243989","ACY1","3","Up-Down-Up","0.7067"
"46799","ENSG00000230002","ALMS1-IT1","2","Down-Down-Up","0.7056"
"25357","ENSG00000213290","PGK1P2","19","Up-Down-Up","0.7054"
"30537","ENSG00000272556","GTF2IP13","7","Down-Up-Down","0.7051"
"48146","ENSG00000168685","IL7R","5","Down-Up-Down","0.7043"
"19246","ENSG00000196839","ADA","20","Down-Up-Down","0.704"
"55787","ENSG00000244218","RN7SL81P","7","Up-Down-Up","0.7038"
"13265","ENSG00000167703","SLC43A2","17","Down-Up-Down","0.7034"
"34807","ENSG00000120328","PCDHB12","5","Down-Up-Down","0.7032"
"2408","ENSG00000214226","C17orf67","17","Down-Up-Down","0.703"
"32060","ENSG00000143858","SYT2","1","Up-Down-Up","0.7029"
"974","ENSG00000165804","ZNF219","14","Up-Down-Down","0.7026"
"30807","ENSG00000132182","NUP210","3","Down-Down-Up","0.7021"
"25146","ENSG00000168490","PHYHIP","8","Down-Down-Up","0.7006"
"27698","ENSG00000227212","PFN1P6","1","Up-Down-Up","0.7004"
"58173","ENSG00000225091","SNORA71A","20","Down-Down-Up","0.7004"
"52728","ENSG00000169228","RAB24","5","Up-Down-Down","0.7001"
"38215","ENSG00000075886","TUBA3D","2","Up-Down-Up","0.6995"
"48811","ENSG00000143520","FLG2","1","Down-Down-Up","0.6994"
"42237","ENSG00000224138","","7","Down-Up-Down","0.6994"
"2724","ENSG00000066230","SLC9A3","5","Down-Up-Down","0.6984"
"23119","ENSG00000185640","KRT79","12","Down-Up-Down","0.698"
"37020","ENSG00000236397","DDX11L2","2","Down-Down-Up","0.6979"
"25773","ENSG00000251191","LINC00589","8","Down-Up-Down","0.6977"
"11754","ENSG00000236431","","2","Up-Up-Down","0.6973"
"10121","ENSG00000138587","MNS1","15","Down-Down-Up","0.696"
"17913","ENSG00000279191","","2","Down-Down-Up","0.6951"
"53510","ENSG00000066629","EML1","14","Down-Up-Down","0.6951"
"54088","ENSG00000135127","BICDL1","12","Down-Up-Down","0.6947"
"734","ENSG00000248538","","8","Down-Down-Up","0.6945"
"387","ENSG00000256745","","11","Up-Up-Down","0.6944"
"23136","ENSG00000087085","ACHE","7","Down-Up-Down","0.6935"
"27704","ENSG00000258568","RHOQP1","14","Up-Down-Up","0.6929"
"25586","ENSG00000233593","","1","Down-Down-Up","0.6923"
"32524","ENSG00000236204","LINC01376","2","Up-Down-Up","0.6919"
"45135","ENSG00000255443","CD44-AS1","11","Up-Up-Down","0.6918"
"16759","ENSG00000232977","LINC00327","13","Down-Up-Down","0.6916"
"32492","ENSG00000279649","","16","Up-Down-Up","0.6909"
"25619","ENSG00000235706","DICER1-AS1","14","Up-Down-Up","0.69"
"41537","ENSG00000198203","SULT1C2","2","Down-Up-Down","0.6895"
"2712","ENSG00000052802","MSMO1","4","Down-Up-Down","0.6895"
"21578","ENSG00000226329","","7","Up-Up-Down","0.6895"
"18598","ENSG00000215915","ATAD3C","1","Down-Up-Down","0.6894"
"37500","ENSG00000124743","KLHL31","6","Down-Up-Down","0.6893"
"43661","ENSG00000156510","HKDC1","10","Down-Down-Up","0.6893"
"28236","ENSG00000230224","PHBP9","10","Up-Down-Up","0.6892"
"27868","ENSG00000145757","SPATA9","5","Up-Down-Up","0.6891"
"47817","ENSG00000272574","","1","Down-Up-Down","0.6888"
"43987","ENSG00000211454","AKR7L","1","Up-Down-Up","0.6887"
"35114","ENSG00000223855","","7","Up-Down-Up","0.6887"
"49953","ENSG00000167644","C19orf33","19","Down-Down-Up","0.6884"
"30595","ENSG00000273783","","14","Down-Down-Up","0.6879"
"4591","ENSG00000025708","TYMP","22","Up-Up-Down","0.6877"
"31158","ENSG00000102189","EEA1","12","Down-Up-Down","0.687"
"34184","ENSG00000213693","SEC14L1P1","11","Down-Up-Down","0.6869"
"14100","ENSG00000166507","NDST2","10","Up-Down-Up","0.6867"
"16235","ENSG00000232807","","10","Up-Up-Down","0.6859"
"37526","ENSG00000226174","TEX22","14","Down-Up-Down","0.6854"
"54625","ENSG00000139537","CCDC65","12","Up-Up-Down","0.685"
"4303","ENSG00000229056","","2","Down-Up-Down","0.6849"
"52164","ENSG00000197568","HHLA3","1","Down-Down-Up","0.6838"
"39353","ENSG00000243725","TTC4","1","Up-Down-Down","0.6836"
"4429","ENSG00000271781","","5","Down-Down-Up","0.6824"
"44937","ENSG00000234290","","5","Up-Down-Up","0.6823"
"37682","ENSG00000231784","DBIL5P","17","Up-Up-Down","0.682"
"51299","ENSG00000161860","SYCE2","19","Up-Down-Up","0.6816"
"48061","ENSG00000090382","LYZ","12","Up-Down-Up","0.6815"
"40801","ENSG00000140961","OSGIN1","16","Down-Up-Down","0.6813"
"26477","ENSG00000169629","RGPD8","2","Up-Down-Up","0.6811"
"40284","ENSG00000144674","GOLGA4","3","Down-Up-Down","0.6806"
"36218","ENSG00000237491","","1","Down-Up-Down","0.6805"
"51927","ENSG00000120051","CFAP58","10","Up-Up-Down","0.6788"
"49669","ENSG00000243926","TIPARP-AS1","3","Down-Up-Down","0.6781"
"37391","ENSG00000278828","HIST1H3H","6","Down-Up-Down","0.6781"
"48856","ENSG00000182511","FES","15","Down-Down-Up","0.6781"
"5300","ENSG00000259917","HNRNPLP2","15","Up-Down-Up","0.678"
"22925","ENSG00000216906","","6","Down-Up-Down","0.6774"
"44787","ENSG00000101842","VSIG1","X","Down-Up-Down","0.6768"
"41070","ENSG00000253161","LINC01605","8","Down-Down-Up","0.676"
"31731","ENSG00000239653","PSMD6-AS2","3","Up-Up-Down","0.6758"
"32904","ENSG00000214796","","1","Up-Down-Up","0.6751"
"48732","ENSG00000115257","PCSK4","19","Up-Down-Down","0.6748"
"33846","ENSG00000183891","TTC32","2","Down-Up-Down","0.6742"
"40609","ENSG00000106125","MINDY4","7","Up-Down-Up","0.6742"
"2447","ENSG00000225377","NRSN2-AS1","20","Down-Down-Up","0.6741"
"9582","ENSG00000171931","FBXW10","17","Up-Up-Down","0.6738"
"57","ENSG00000010319","SEMA3G","3","Down-Down-Up","0.6733"
"29263","ENSG00000261051","","3","Up-Up-Down","0.673"
"265","ENSG00000271869","","8","Down-Up-Down","0.673"
"43569","ENSG00000255150","EID3","12","Down-Up-Down","0.6727"
"42738","ENSG00000260669","","14","Up-Down-Down","0.6726"
"11530","ENSG00000004838","ZMYND10","3","Down-Down-Up","0.6721"
"14887","ENSG00000164530","PI16","6","Down-Up-Up","0.6721"
"30423","ENSG00000196664","TLR7","X","Up-Up-Down","0.6718"
"18336","ENSG00000273369","","4","Down-Up-Down","0.6715"
"42297","ENSG00000264920","","17","Down-Down-Up","0.6711"
"55029","ENSG00000260260","SNHG19","16","Down-Down-Down","0.6696"
"29040","ENSG00000168811","IL12A","3","Down-Up-Down","0.669"
"14622","ENSG00000272630","","10","Up-Up-Down","0.6689"
"49819","ENSG00000271452","","2","Up-Down-Up","0.6688"
"54847","ENSG00000241764","","7","Down-Up-Down","0.6687"
"3259","ENSG00000233058","LINC00884","3","Down-Down-Up","0.6676"
"61888","ENSG00000212588","SNORA26","4","Down-Up-Down","0.6673"
"19207","ENSG00000251307","","5","Down-Down-Up","0.667"
"23808","ENSG00000172803","SNX32","11","Down-Up-Down","0.6662"
"12378","ENSG00000234337","","16","Up-Down-Up","0.6659"
"42996","ENSG00000248932","","3","Down-Up-Down","0.6658"
"35956","ENSG00000224950","","1","Down-Up-Down","0.6657"
"51370","ENSG00000111199","TRPV4","12","Down-Down-Up","0.6656"
"45479","ENSG00000126603","GLIS2","16","Down-Up-Down","0.6652"
"29209","ENSG00000156140","ADAMTS3","4","Down-Up-Down","0.6648"
"NA.4",NA,NA,NA,"Up-Up-Down","0.6642"
"7972","ENSG00000242902","FLNC-AS1","7","Up-Down-Up","0.6642"
"31467","ENSG00000197301","","12","Up-Down-Down","0.664"
"11295","ENSG00000249592","","4","Down-Up-Down","0.6634"
"25100","ENSG00000228175","GEMIN8P4","1","Down-Up-Down","0.6633"
"20846","ENSG00000217555","CKLF","16","Up-Up-Down","0.6627"
"50298","ENSG00000183929","DUSP5P1","1","Down-Down-Up","0.6618"
"15426","ENSG00000130307","USHBP1","19","Up-Down-Up","0.6618"
"49766","ENSG00000172889","EGFL7","9","Down-Down-Down","0.6614"
"1229","ENSG00000275807","","16","Down-Down-Up","0.6613"
"30235","ENSG00000185100","ADSSL1","14","Down-Down-Up","0.6605"
"42379","ENSG00000213073","","6","Up-Up-Down","0.6604"
"9726","ENSG00000255306","","11","Down-Down-Up","0.6604"
"19577","ENSG00000197332","","19","Up-Down-Up","0.6602"
"46352","ENSG00000228817","BACH1-IT2","21","Up-Up-Down","0.6596"
"19126","ENSG00000260097","SPDYE6","7","Down-Down-Up","0.6595"
"30848","ENSG00000256973","","12","Up-Down-Up","0.6594"
"1233","ENSG00000268584","","10","Down-Down-Up","0.6591"
"27947","ENSG00000176236","C10orf111","10","Down-Up-Down","0.659"
