"","ensembl_gene_id","hgnc_symbol","chromosome_name","Most_Likely_Path","Max_PP"
"35400","ENSG00000181544","FANCB","X","Up-Down-Up","0.5"
"33738","ENSG00000049769","PPP1R3F","X","Up-Up-Down","0.5"
"52217","ENSG00000125352","RNF113A","X","Down-Up-Down","0.5"
"20750","ENSG00000197620","CXorf40A","X","Up-Up-Down","0.5"
"51116","ENSG00000253958","CLDN23","8","Up-Down-Down","0.5"
"38682","ENSG00000179832","MROH1","8","Up-Up-Down","0.5"
"44136","ENSG00000147789","ZNF7","8","Down-Down-Up","0.5"
"22059","ENSG00000107338","SHB","9","Down-Up-Down","0.5"
"40253","ENSG00000176058","TPRN","9","Up-Up-Down","0.5"
"41249","ENSG00000188229","TUBB4B","9","Up-Up-Down","0.5"
"18105","ENSG00000070047","PHRF1","11","Up-Up-Down","0.5"
"7456","ENSG00000168005","SPINDOC","11","Up-Up-Down","0.5"
"13149","ENSG00000110046","ATG2A","11","Up-Up-Down","0.5"
"22895","ENSG00000149823","VPS51","11","Up-Up-Down","0.5"
"6956","ENSG00000162298","SYVN1","11","Down-Up-Down","0.5"
"29465","ENSG00000173327","MAP3K11","11","Up-Up-Down","0.5"
"31048","ENSG00000175602","CCDC85B","11","Up-Up-Down","0.5"
"11915","ENSG00000174791","RIN1","11","Up-Up-Down","0.5"
"18900","ENSG00000173156","RHOD","11","Up-Down-Down","0.5"
"48082","ENSG00000172725","CORO1B","11","Up-Up-Down","0.5"
"51953","ENSG00000110697","PITPNM1","11","Up-Up-Down","0.5"
"4403","ENSG00000166002","SMCO4","11","Down-Up-Down","0.5"
"43964","ENSG00000110330","BIRC2","11","Down-Up-Down","0.5"
"357","ENSG00000186174","BCL9L","11","Up-Up-Down","0.5"
"23240","ENSG00000188486","H2AFX","11","Up-Up-Down","0.5"
"46447","ENSG00000120458","MSANTD2","11","Up-Down-Up","0.5"
"48202","ENSG00000196693","ZNF33B","10","Up-Down-Up","0.5"
"47095","ENSG00000119969","HELLS","10","Up-Down-Up","0.5"
"26237","ENSG00000196177","ACADSB","10","Up-Down-Up","0.5"
"4484","ENSG00000151651","ADAM8","10","Up-Up-Down","0.5"
"46985","ENSG00000205885","C1RL-AS1","12","Down-Down-Up","0.5"
"25217","ENSG00000246705","H2AFJ","12","Up-Up-Down","0.5"
"44897","ENSG00000175548","ALG10B","12","Up-Down-Up","0.5"
"45071","ENSG00000139209","SLC38A4","12","Up-Down-Up","0.5"
"29528","ENSG00000172819","RARG","12","Down-Up-Down","0.5"
"53968","ENSG00000112787","FBRSL1","12","Up-Up-Down","0.5"
"52239","ENSG00000204977","TRIM13","13","Down-Down-Up","0.5"
"10025","ENSG00000136160","EDNRB","13","Down-Up-Down","0.5"
"29304","ENSG00000235194","PPP1R3E","14","Up-Down-Up","0.5"
"39652","ENSG00000104147","OIP5","15","Up-Up-Down","0.5"
"3428","ENSG00000255346","NOX5","15","Down-Up-Down","0.5"
"15311","ENSG00000067141","NEO1","15","Down-Up-Down","0.5"
"9736","ENSG00000140406","TLNRD1","15","Up-Up-Down","0.5"
"43409","ENSG00000272888","LINC01578","15","Up-Down-Up","0.5"
"43573","ENSG00000103326","CAPN15","16","Up-Up-Down","0.5"
"14339","ENSG00000103266","STUB1","16","Up-Up-Down","0.5"
"19505","ENSG00000103245","CIAO3","16","Up-Up-Down","0.5"
"1387","ENSG00000059145","UNKL","16","Up-Up-Down","0.5"
"44678","ENSG00000095906","NUBP2","16","Up-Up-Down","0.5"
"52991","ENSG00000183751","TBL3","16","Up-Up-Down","0.5"
"25973","ENSG00000167965","MLST8","16","Up-Up-Down","0.5"
"41259","ENSG00000185164","NOMO2","16","Down-Up-Down","0.5"
"7327","ENSG00000168434","COG7","16","Down-Up-Down","0.5"
"11183","ENSG00000103495","MAZ","16","Up-Up-Down","0.5"
"32471","ENSG00000103061","SLC7A6OS","16","Up-Up-Down","0.5"
"54777","ENSG00000141101","NOB1","16","Down-Up-Down","0.5"
"36921","ENSG00000050820","BCAR1","16","Up-Up-Down","0.5"
"55226","ENSG00000131153","GINS2","16","Up-Down-Up","0.5"
"18579","ENSG00000132510","KDM6B","17","Up-Up-Down","0.5"
"6678","ENSG00000068137","PLEKHH3","17","Up-Up-Down","0.5"
"19555","ENSG00000177303","CASKIN2","17","Up-Up-Down","0.5"
"23210","ENSG00000132481","TRIM47","17","Up-Down-Down","0.5"
"38518","ENSG00000185262","UBALD2","17","Up-Up-Down","0.5"
"8984","ENSG00000171298","GAA","17","Up-Up-Down","0.5"
"35460","ENSG00000157637","SLC38A10","17","Up-Up-Down","0.5"
"43262","ENSG00000204237","OXLD1","17","Up-Down-Down","0.5"
"8814","ENSG00000169710","FASN","17","Up-Up-Down","0.5"
"13250","ENSG00000141526","SLC16A3","17","Up-Up-Down","0.5"
"35725","ENSG00000188559","RALGAPA2","20","Down-Up-Down","0.5"
"31337","ENSG00000101004","NINL","20","Up-Down-Up","0.5"
"41379","ENSG00000105556","MIER2","19","Up-Up-Down","0.5"
"13029","ENSG00000099812","MISP","19","Up-Down-Down","0.5"
"47819","ENSG00000267317","","19","Down-Up-Down","0.5"
"50738","ENSG00000181588","MEX3D","19","Up-Up-Down","0.5"
"51026","ENSG00000071655","MBD3","19","Up-Up-Down","0.5"
"22956","ENSG00000104885","DOT1L","19","Up-Up-Down","0.5"
"22860","ENSG00000104897","SF3A2","19","Up-Up-Down","0.5"
"8635","ENSG00000088256","GNA11","19","Up-Up-Down","0.5"
"7759","ENSG00000011132","APBA3","19","Up-Up-Down","0.5"
"51706","ENSG00000167680","SEMA6B","19","Up-Up-Down","0.5"
"52409","ENSG00000074842","MYDGF","19","Down-Up-Down","0.5"
"27250","ENSG00000130813","C19orf66","19","Up-Down-Up","0.5"
"7373","ENSG00000130733","YIPF2","19","Up-Up-Down","0.5"
"686","ENSG00000132017","DCAF15","19","Up-Up-Down","0.5"
"27229","ENSG00000099795","NDUFB7","19","Up-Up-Down","0.5"
"15344","ENSG00000160113","NR2F6","19","Up-Up-Down","0.5"
"24771","ENSG00000141971","MVB12A","19","Up-Up-Down","0.5"
"14423","ENSG00000130522","JUND","19","Up-Down-Down","0.5"
"18742","ENSG00000105701","FKBP8","19","Up-Up-Down","0.5"
"22523","ENSG00000006015","REX1BD","19","Up-Up-Down","0.5"
"29927","ENSG00000105669","COPE","19","Up-Up-Down","0.5"
"30190","ENSG00000051128","HOMER3","19","Up-Up-Down","0.5"
"43137","ENSG00000196705","ZNF431","19","Up-Down-Up","0.5"
"41412","ENSG00000126254","RBM42","19","Up-Up-Down","0.5"
"41829","ENSG00000104825","NFKBIB","19","Up-Up-Down","0.5"
"34200","ENSG00000197782","ZNF780A","19","Up-Down-Up","0.5"
"34811","ENSG00000130758","MAP3K10","19","Up-Up-Down","0.5"
"38459","ENSG00000105223","PLD3","19","Up-Up-Down","0.5"
"40205","ENSG00000197019","SERTAD1","19","Up-Up-Down","0.5"
"50583","ENSG00000077348","EXOSC5","19","Up-Up-Down","0.5"
"54005","ENSG00000105404","RABAC1","19","Up-Up-Down","0.5"
"39028","ENSG00000105429","MEGF8","19","Up-Up-Down","0.5"
"53864","ENSG00000167384","ZNF180","19","Up-Down-Up","0.5"
"44404","ENSG00000177051","FBXO46","19","Up-Down-Down","0.5"
"36787","ENSG00000105373","NOP53","19","Up-Up-Down","0.5"
"54937","ENSG00000131408","NR1H2","19","Up-Up-Down","0.5"
"52448","ENSG00000105063","PPP6R1","19","Up-Up-Down","0.5"
"52496","ENSG00000133265","HSPBP1","19","Up-Up-Down","0.5"
"3778","ENSG00000221963","APOL6","22","Up-Down-Up","0.5"
"14781","ENSG00000166897","ELFN2","22","Up-Down-Down","0.5"
"42635","ENSG00000184068","SREBF2-AS1","22","Down-Up-Down","0.5"
"14067","ENSG00000100243","CYB5R3","22","Up-Up-Down","0.5"
"45058","ENSG00000170638","TRABD","22","Up-Up-Down","0.5"
"16171","ENSG00000154734","ADAMTS1","21","Down-Down-Down","0.5"
"27949","ENSG00000142173","COL6A2","21","Up-Up-Down","0.5"
